_id,Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Додатковий рівень,Категорія об’єкта,Назва об’єкта
7114,UA18000000000041385,UA18020000000072859,UA18020010000059904,UA18020010190016649,"",C,Мостове
7115,UA18000000000041385,UA18020000000072859,UA18020010000059904,UA18020010200076695,"",C,Нехворощ
7116,UA18000000000041385,UA18020000000072859,UA18020010000059904,UA18020010210014617,"",C,Нова Котельня
7117,UA18000000000041385,UA18020000000072859,UA18020010000059904,UA18020010220056062,"",C,Павелки
7118,UA18000000000041385,UA18020000000072859,UA18020010000059904,UA18020010230059364,"",C,Тарасівка
7119,UA18000000000041385,UA18020000000072859,UA18020010000059904,UA18020010240028352,"",C,Ярешки
7120,UA18000000000041385,UA18020000000072859,UA18020010000059904,UA18020010250086462,"",C,Яроповичі
7121,UA18000000000041385,UA18020000000072859,UA18020030000035625,"","",H,Бердичівська
7122,UA18000000000041385,UA18020000000072859,UA18020030000035625,UA18020030010047029,"",M,Бердичів
7123,UA18000000000041385,UA18020000000072859,UA18020030000035625,UA18020030020042194,"",C,Підгородне
7124,UA18000000000041385,UA18020000000072859,UA18020030000035625,UA18020030030046886,"",C,Скраглівка
7125,UA18000000000041385,UA18020000000072859,UA18020050000058053,"","",H,Вчорайшенська
7126,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050010092154,"",C,Вчорайше
7127,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050020064724,"",C,Бистріївка
7128,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050030089934,"",C,Крилівка
7129,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050040089212,"",C,Лісове
7130,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050050097775,"",C,Мала Чернявка
7131,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050060057090,"",C,Малі Низгірці
7132,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050070014505,"",C,Нова Чорнорудка
7133,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050080063786,"",C,Роставиця
7134,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050090022001,"",C,Чорнорудка
7135,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050100060365,"",C,Шпичинці
7136,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050110087681,"",C,Ярославка
7137,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050120093107,"",X,Звиняче
7138,UA18000000000041385,UA18020000000072859,UA18020050000058053,UA18020050130085486,"",X,Першотравневе
7139,UA18000000000041385,UA18020000000072859,UA18020070000083539,"","",H,Гришковецька
7140,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070010056261,"",T,Гришківці
7141,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070020094619,"",C,Агатівка
7142,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070030079088,"",C,Гальчин
7143,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070040078959,"",C,Гвіздава
7144,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070050098803,"",C,Дубова
7145,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070060087484,"",C,Журбинці
7146,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070070070625,"",C,Кукільня
7147,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070080052972,"",C,Никонівка
7148,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070090032651,"",C,Новий Солотвин
7149,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070100046038,"",C,Осикове
7150,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070110095927,"",C,Половецьке
7151,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070120028944,"",C,Рея
7152,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070130068970,"",C,Скаківка
7153,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070140075988,"",C,Старий Солотвин
7154,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070150021745,"",C,Сьомаки
7155,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070160063662,"",C,Хмелище
7156,UA18000000000041385,UA18020000000072859,UA18020070000083539,UA18020070170089405,"",X,Хмельове
7157,UA18000000000041385,UA18020000000072859,UA18020090000092001,"","",H,Краснопільська
7158,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090010030732,"",C,Краснопіль
7159,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090020037082,"",T,Іванопіль
7160,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090030053479,"",C,Безпечна
7161,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090040076822,"",C,Бурківці
7162,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090050071890,"",C,Жеребки
7163,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090060014156,"",C,Лихосілка
7164,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090070078914,"",C,Медведиха
7165,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090080048045,"",C,Молочки
7166,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090090061223,"",C,Мотрунки
7167,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090100035352,"",C,Носівки
7168,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090110018655,"",C,Певна
7169,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090120020717,"",C,Польова Слобідка
7170,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090130024750,"",C,Радісне
7171,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090140078307,"",C,Степок
7172,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090150025459,"",C,Стетківці
7173,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090160093127,"",C,Суслівка
7174,UA18000000000041385,UA18020000000072859,UA18020090000092001,UA18020090170077730,"",X,Поштове
7175,UA18000000000041385,UA18020000000072859,UA18020110000026941,"","",H,Райгородоцька
7176,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110010089632,"",C,Райгородок
7177,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110020058114,"",C,Андріяшівка
7178,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110030090134,"",C,Бенедівка
7179,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110040088331,"",C,Бистрик
7180,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110050063684,"",C,Богданівка
7181,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110060054148,"",C,Буряки
7182,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110070016213,"",C,Велика П’ятигірка
7183,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110080037601,"",C,Гардишівка
7184,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110090093843,"",C,Житинці
7185,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110100098696,"",C,Костянтинівка
7186,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110110044890,"",C,Кустин
7187,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110120098850,"",C,Лемеші
7188,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110130099739,"",C,Лісова Слобідка
7189,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110140066999,"",C,Лісове
7190,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110150078804,"",C,Любомирка
7191,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110160017165,"",C,Маркуші
7192,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110170051403,"",C,Мартинівка
7193,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110180088945,"",C,Мирне
7194,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110190024679,"",C,Обухівка
7195,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110200018361,"",C,Озадівка
7196,UA18000000000041385,UA18020000000072859,UA18020110000026941,UA18020110210054530,"",C,Романівка
7197,UA18000000000041385,UA18020000000072859,UA18020130000096761,"","",H,Ружинська
7198,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130010019204,"",T,Ружин
7199,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130020040248,"",C,Березянка
7200,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130030025604,"",C,Бистрик
7201,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130040049048,"",C,Білилівка
7202,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130050063222,"",C,Вербівка
7203,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130060076737,"",C,Верхівня
7204,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130070082664,"",C,Вишневе
7205,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130080029167,"",C,Вільнопілля
7206,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130090076588,"",C,Голубівка
7207,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130100092471,"",C,Городок
7208,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130110057755,"",C,Дерганівка
7209,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130120035056,"",C,Заріччя
7210,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130130066361,"",C,Зарудинці
7211,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130140095011,"",C,Зелене
7212,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130150083032,"",C,Зоряне
7213,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130160011229,"",C,Йосипівка
7214,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130170040873,"",C,Карабчиїв
7215,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130180057560,"",C,Княжики
7216,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130190011878,"",C,Кордонівка
7217,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130200071895,"",C,Котелянка
7218,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130210094556,"",C,Мар’янівка
7219,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130220059137,"",C,Мовчанівка
7220,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130230043039,"",C,Мусіївка
7221,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130240072274,"",C,Немиринці
7222,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130250079882,"",C,Огіївка
7223,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130260044345,"",C,Плоска
7224,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130270079578,"",C,Прибережне
7225,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130280051410,"",C,Причепівка
7226,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130290015833,"",C,Рогачі
7227,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130300077928,"",C,Сахни
7228,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130310052934,"",C,Топори
7229,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130320057622,"",C,Трубіївка
7230,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130330091803,"",C,Черемуха
7231,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130340061460,"",C,Чехова
7232,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130350053371,"",C,Ягнятин
7233,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130360014810,"",X,Городоцьке
7234,UA18000000000041385,UA18020000000072859,UA18020130000096761,UA18020130370028955,"",X,Мовчанівське
7235,UA18000000000041385,UA18020000000072859,UA18020150000084693,"","",H,Семенівська
7236,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150010089129,"",C,Семенівка
7237,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150020052000,"",C,Великі Гадомці
7266,UA18000000000041385,UA18020000000072859,UA18020190000022756,UA18020190080084810,"",X,Берізки
7238,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150030090319,"",C,Великі Низгірці
7239,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150040086715,"",C,Дубівка
7240,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150050062856,"",C,Закутинці
7241,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150060057185,"",C,Іванківці
7242,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150070055921,"",C,Кикишівка
7243,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150080093372,"",C,Красівка
7244,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150090020252,"",C,Малі Гадомці
7245,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150100053951,"",C,Нова Олександрівка
7246,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150110060061,"",C,Садки
7247,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150120052193,"",C,Сингаївка
7248,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150130032855,"",C,Терехове
7249,UA18000000000041385,UA18020000000072859,UA18020150000084693,UA18020150140093647,"",C,Хажин
7250,UA18000000000041385,UA18020000000072859,UA18020170000036711,"","",H,Червоненська
7251,UA18000000000041385,UA18020000000072859,UA18020170000036711,UA18020170010068838,"",T,Червоне
7252,UA18000000000041385,UA18020000000072859,UA18020170000036711,UA18020170020030289,"",C,Великі Мошківці
7253,UA18000000000041385,UA18020000000072859,UA18020170000036711,UA18020170030057371,"",C,Глинівці
7254,UA18000000000041385,UA18020000000072859,UA18020170000036711,UA18020170040059406,"",C,Забара
7255,UA18000000000041385,UA18020000000072859,UA18020170000036711,UA18020170050011792,"",C,Котівка
7256,UA18000000000041385,UA18020000000072859,UA18020170000036711,UA18020170060082471,"",C,Крилівка
7257,UA18000000000041385,UA18020000000072859,UA18020170000036711,UA18020170070028348,"",C,Малі Мошківці
7258,UA18000000000041385,UA18020000000072859,UA18020190000022756,"","",H,Швайківська
7259,UA18000000000041385,UA18020000000072859,UA18020190000022756,UA18020190010033555,"",C,Швайківка
7260,UA18000000000041385,UA18020000000072859,UA18020190000022756,UA18020190020098927,"",C,Демчин
7261,UA18000000000041385,UA18020000000072859,UA18020190000022756,UA18020190030045177,"",C,Катеринівка
7262,UA18000000000041385,UA18020000000072859,UA18020190000022756,UA18020190040048489,"",C,Малосілка
7263,UA18000000000041385,UA18020000000072859,UA18020190000022756,UA18020190050040664,"",C,Мирославка
7264,UA18000000000041385,UA18020000000072859,UA18020190000022756,UA18020190060034016,"",C,Райки
7265,UA18000000000041385,UA18020000000072859,UA18020190000022756,UA18020190070014273,"",C,Слободище
7269,UA18000000000041385,UA18040000000058965,UA18040010000031446,UA18040010010088275,"",C,Андрушки
7270,UA18000000000041385,UA18040000000058965,UA18040010000031446,UA18040010020033453,"",C,Василівка
7271,UA18000000000041385,UA18040000000058965,UA18040010000031446,UA18040010030030665,"",C,Красногірка
7272,UA18000000000041385,UA18040000000058965,UA18040010000031446,UA18040010040049173,"",C,Макарівка
7273,UA18000000000041385,UA18040000000058965,UA18040010000031446,UA18040010050049605,"",C,Харліївка
7274,UA18000000000041385,UA18040000000058965,UA18040010000031446,UA18040010060096868,"",X,Новопаволоцьке
7275,UA18000000000041385,UA18040000000058965,UA18040030000089649,"","",H,Березівська
7276,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030010064907,"",C,Березівка
7277,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030020067049,"",C,Барашівка
7278,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030030090880,"",C,Богданівка
7279,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030040047233,"",C,Болярка
7280,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030050085095,"",C,Бондарці
7281,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030060052365,"",C,Василівка
7282,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030070050556,"",C,Вигода
7283,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030080090449,"",C,Давидівка
7284,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030090047531,"",C,Дубовець
7285,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030100069450,"",C,Заможне
7286,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030110027558,"",C,Іванівка
7287,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030120052068,"",C,Мусіївка
7288,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030130093815,"",C,Нова Василівка
7289,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030140085898,"",C,Рудківка
7290,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030150096125,"",C,Садки
7291,UA18000000000041385,UA18040000000058965,UA18040030000089649,UA18040030160096032,"",C,Черемошне
7292,UA18000000000041385,UA18040000000058965,UA18040050000049937,"","",H,Брусилівська
7293,UA18000000000041385,UA18040000000058965,UA18040050000049937,UA18040050010054251,"",T,Брусилів
7294,UA18000000000041385,UA18040000000058965,UA18040050000049937,UA18040050020060126,"",C,Биків
7295,UA18000000000041385,UA18040000000058965,UA18040050000049937,UA18040050030085453,"",C,Болячів
7296,UA18000000000041385,UA18040000000058965,UA18040050000049937,UA18040050040080853,"",C,Високе
7297,UA18000000000041385,UA18040000000058965,UA18040050000049937,UA18040050050082306,"",C,Вільшка
7298,UA18000000000041385,UA18040000000058965,UA18040050000049937,UA18040050060077542,"",C,Водотиї
7299,UA18000000000041385,UA18040000000058965,UA18040050000049937,UA18040050070076440,"",C,Дивин
7300,UA18000000000041385,UA18040000000058965,UA18040050000049937,UA18040050080068179,"",C,Долинівка
7301,UA18000000000041385,UA18040000000058965,UA18040050000049937,UA18040050090091131,"",C,Дубрівка
